,Autoridad,Entidad,Ano,Tipo,Descripcion,Cantidad
14105,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUERETARO,2019,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,4
14106,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUERETARO,2019,Hecho_Violatorio,"TRATO CRUEL, INHUMANO O DEGRADANTE",2
14107,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUERETARO,2019,Hecho_Violatorio,EMPLEAR ARBITRARIAMENTE LA FUERZA PUBLICA,1
14108,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUERETARO,2019,Hecho_Violatorio,"INCUMPLIR CON ALGUNA DE LAS FORMALIDADES PARA LA EMISION DE LA ORDEN DE CATEO O DURANTE LA EJECUCION DE ESTE, ASI COMO PARA LAS VISITAS DOMICILIARIAS",1
14109,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUERETARO,2019,Hecho_Violatorio,OMITIR RESPETAR LOS DERECHOS DE LAS PERSONAS CON ALGUN TIPO DE DISCAPACIDAD,1
14110,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUERETARO,2019,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,2
14111,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUERETARO,2019,Motivo_Conclusion,ORIENTACION,2
14112,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUERETARO,2019,Motivo_Conclusion,POR NO EXISTIR MATERIA,1
14113,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUINTANA ROO,2019,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,23
14114,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUINTANA ROO,2019,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,22
14115,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUINTANA ROO,2019,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",19
14116,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUINTANA ROO,2019,Hecho_Violatorio,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,1
14117,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUINTANA ROO,2019,Hecho_Violatorio,OMITIR FUNDAR EL ACTO DE AUTORIDAD,1
14118,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUINTANA ROO,2019,Hecho_Violatorio,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,1
14119,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUINTANA ROO,2019,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,1
14120,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUINTANA ROO,2019,Hecho_Violatorio,OMITIR RESPONDER EN BREVE TERMINO A AQUEL QUE HIZO LA PETICION,1
14121,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUINTANA ROO,2019,Hecho_Violatorio,PRACTICAR DE MANERA NEGLIGENTE LAS DILIGENCIAS,1
14122,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUINTANA ROO,2019,Motivo_Conclusion,POR NO EXISTIR MATERIA,7
14123,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUINTANA ROO,2019,Motivo_Conclusion,ORIENTACION,5
14124,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUINTANA ROO,2019,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,1
14125,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SINALOA,2019,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,1
14126,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SINALOA,2019,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",1
14127,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SINALOA,2019,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,1
14128,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SINALOA,2019,Motivo_Conclusion,ORIENTACION,1
14129,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SAN LUIS POTOSI,2019,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,1
14130,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SAN LUIS POTOSI,2019,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",1
14131,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SAN LUIS POTOSI,2019,Hecho_Violatorio,OMITIR RESOLVER RESPECTO DE LA SITUACION JURIDICA MIGRATORIA,1
14132,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SAN LUIS POTOSI,2019,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,1
14133,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SONORA,2019,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,10
14134,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SONORA,2019,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",8
14135,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SONORA,2019,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,7
14136,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SONORA,2019,Hecho_Violatorio,"APODERARSE DE UN BIEN MUEBLE SIN EL CONSENTIMIENTO DEL PROPIETARIO, SIN QUE EXISTA CAUSA JUSTIFICADA",2
14137,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SONORA,2019,Hecho_Violatorio,OMITIR BRINDAR ASESORIA JURIDICA E INFORMACION SOBRE EL DESARROLLO DEL PROCEDIMIENTO,2
14138,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SONORA,2019,Hecho_Violatorio,ACCIONES U OMISIONES CONTRARIAS A LOS DERECHOS A LAS PERSONAS PRIVADAS DE SU LIBERTAD,1
14139,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SONORA,2019,Hecho_Violatorio,ARRAIGAR A UNA PERSONA EN LUGAR DISTINTO AL PREVISTO POR LA LEY O EN CONDICIONES QUE ATENTAN CONTRA SU DIGNIDAD,1
14140,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SONORA,2019,Hecho_Violatorio,NEGAR LA RECEPCION DE UNA DENUNCIA,1
14141,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SONORA,2019,Hecho_Violatorio,OMITIR DAR INFORMACION,1
14142,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SONORA,2019,Hecho_Violatorio,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,1
14143,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SONORA,2019,Hecho_Violatorio,OMITIR PRESTAR ATENCION MEDICA,1
14144,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SONORA,2019,Hecho_Violatorio,OMITIR RESPONDER EN BREVE TERMINO A AQUEL QUE HIZO LA PETICION,1
14145,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SONORA,2019,Hecho_Violatorio,PRACTICAR DE MANERA NEGLIGENTE LAS DILIGENCIAS,1
14146,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SONORA,2019,Hecho_Violatorio,"TRATO CRUEL, INHUMANO O DEGRADANTE",1
14147,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SONORA,2019,Motivo_Conclusion,ORIENTACION,3
14148,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SONORA,2019,Motivo_Conclusion,DESISTIMIENTO DEL QUEJOSO,1
14149,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TABASCO,2019,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",43
14150,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TABASCO,2019,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,43
14151,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TABASCO,2019,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,40
14152,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TABASCO,2019,Hecho_Violatorio,IMPONER CONDUCTAS CONTRARIAS A LA LIBERTAD SEXUAL,1
14153,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TABASCO,2019,Hecho_Violatorio,IMPUTAR INDEBIDAMENTE HECHOS,1
14154,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TABASCO,2019,Hecho_Violatorio,"TRATO CRUEL, INHUMANO O DEGRADANTE",1
14155,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TABASCO,2019,Motivo_Conclusion,POR NO EXISTIR MATERIA,14
14156,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TABASCO,2019,Motivo_Conclusion,ORIENTACION,6
14157,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TABASCO,2019,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,5
14158,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TABASCO,2019,Motivo_Conclusion,ACUMULACION,4
14159,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TAMAULIPAS,2019,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,26
14160,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TAMAULIPAS,2019,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",26
14161,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TAMAULIPAS,2019,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,16
14162,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TAMAULIPAS,2019,Hecho_Violatorio,OMITIR RESOLVER RESPECTO DE LA SITUACION JURIDICA MIGRATORIA,4
14163,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TAMAULIPAS,2019,Hecho_Violatorio,DETENCION ARBITRARIA,3
14164,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TAMAULIPAS,2019,Hecho_Violatorio,OMITIR BRINDAR PROTECCION Y AUXILIO,2
14165,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TAMAULIPAS,2019,Hecho_Violatorio,OMITIR FUNDAR EL ACTO DE AUTORIDAD,2
14166,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TAMAULIPAS,2019,Hecho_Violatorio,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,2
14167,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TAMAULIPAS,2019,Hecho_Violatorio,"APODERARSE DE UN BIEN MUEBLE SIN EL CONSENTIMIENTO DEL PROPIETARIO, SIN QUE EXISTA CAUSA JUSTIFICADA",1
14168,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TAMAULIPAS,2019,Hecho_Violatorio,INTIMIDACION,1
14169,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TAMAULIPAS,2019,Hecho_Violatorio,OMITIR HACER CONSTAR EL ACTO DE AUTORIDAD EN UN MANDAMIENTO ESCRITO,1
14170,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TAMAULIPAS,2019,Hecho_Violatorio,RETENCION ILEGAL,1
14171,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TAMAULIPAS,2019,Hecho_Violatorio,"TRATO CRUEL, INHUMANO O DEGRADANTE",1
14172,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TAMAULIPAS,2019,Motivo_Conclusion,ORIENTACION,7
14173,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TAMAULIPAS,2019,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,5
14174,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TAMAULIPAS,2019,Motivo_Conclusion,POR NO EXISTIR MATERIA,5
14175,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TAMAULIPAS,2019,Motivo_Conclusion,ACUMULACION,4
14176,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,VERACRUZ,2019,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,67
14177,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,VERACRUZ,2019,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",67
14178,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,VERACRUZ,2019,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,59
14179,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,VERACRUZ,2019,Hecho_Violatorio,OMITIR FUNDAR EL ACTO DE AUTORIDAD,22
14180,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,VERACRUZ,2019,Hecho_Violatorio,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,22
14181,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,VERACRUZ,2019,Hecho_Violatorio,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,15
14182,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,VERACRUZ,2019,Hecho_Violatorio,PRACTICAR DE MANERA NEGLIGENTE LAS DILIGENCIAS,11
14183,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,VERACRUZ,2019,Hecho_Violatorio,OMITIR RESOLVER RESPECTO DE LA SITUACION JURIDICA MIGRATORIA,10
14184,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,VERACRUZ,2019,Hecho_Violatorio,OMITIR BRINDAR ASESORIA JURIDICA E INFORMACION SOBRE EL DESARROLLO DEL PROCEDIMIENTO,8
14185,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,VERACRUZ,2019,Hecho_Violatorio,"TRATO CRUEL, INHUMANO O DEGRADANTE",8
14186,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,VERACRUZ,2019,Hecho_Violatorio,RETENCION ILEGAL,5
14187,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,VERACRUZ,2019,Hecho_Violatorio,CAUSAR UN DAÑO DERIVADO DEL EMPLEO ARBITRARIO DE LA FUERZA PUBLICA,4
14188,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,VERACRUZ,2019,Hecho_Violatorio,OMITIR DAR INFORMACION,4
14189,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,VERACRUZ,2019,Hecho_Violatorio,DETENCION ARBITRARIA,3
14190,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,VERACRUZ,2019,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,3
14191,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,VERACRUZ,2019,Hecho_Violatorio,EMPLEAR ARBITRARIAMENTE LA FUERZA PUBLICA,2
14192,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,VERACRUZ,2019,Hecho_Violatorio,INTIMIDACION,2
14193,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,VERACRUZ,2019,Hecho_Violatorio,OMITIR BRINDAR PROTECCION Y AUXILIO,2
14194,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,VERACRUZ,2019,Hecho_Violatorio,DEPORTAR EN FORMA ILEGAL,1
14195,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,VERACRUZ,2019,Hecho_Violatorio,LIMITAR O IMPEDIR VIAJAR O DESPLAZARSE DENTRO DEL PAIS,1
14196,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,VERACRUZ,2019,Hecho_Violatorio,OMITIR EL EJERCICIO DEL PRINCIPIO DE LA EXACTA APLICACION DE LA LEY,1
14197,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,VERACRUZ,2019,Hecho_Violatorio,"OMITIR PROPORCIONAR INTERPRETE O TRADUCTOR, SI NO HABLA EL IDIOMA",1
14198,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,VERACRUZ,2019,Hecho_Violatorio,OMITIR REGULARIZAR LA CALIDAD MIGRATORIA,1
14199,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,VERACRUZ,2019,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,1
14200,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,VERACRUZ,2019,Hecho_Violatorio,"OMITIR, SUSPENDER, RETRASAR O BRINDAR DEFICIENTEMENTE EL USO O ACCESO A CUALQUIER VIA DE COMUNICACION",1
14201,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,VERACRUZ,2019,Hecho_Violatorio,PRIVAR DE LA VIDA,1
14202,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,VERACRUZ,2019,Motivo_Conclusion,ORIENTACION,16
14203,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,VERACRUZ,2019,Motivo_Conclusion,ACUMULACION,14
14204,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,VERACRUZ,2019,Motivo_Conclusion,POR NO EXISTIR MATERIA,6
14205,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,VERACRUZ,2019,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,4
14206,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,YUCATAN,2019,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",4
14207,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,YUCATAN,2019,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,4
14208,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,YUCATAN,2019,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,3
14209,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,YUCATAN,2019,Hecho_Violatorio,OMITIR FUNDAR EL ACTO DE AUTORIDAD,1
14210,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,YUCATAN,2019,Hecho_Violatorio,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,1
14211,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,YUCATAN,2019,Hecho_Violatorio,OMITIR RESOLVER RESPECTO DE LA SITUACION JURIDICA MIGRATORIA,1
14212,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,YUCATAN,2019,Hecho_Violatorio,"TRATO CRUEL, INHUMANO O DEGRADANTE",1
14213,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,YUCATAN,2019,Motivo_Conclusion,ORIENTACION,3
14214,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,YUCATAN,2019,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,1
14215,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,ZACATECAS,2019,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",2
14216,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,ZACATECAS,2019,Hecho_Violatorio,PRACTICAR DE MANERA NEGLIGENTE LAS DILIGENCIAS,2
14217,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,ZACATECAS,2019,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,2
14218,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,ZACATECAS,2019,Motivo_Conclusion,ACUMULACION,1
14219,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,ZACATECAS,2019,Motivo_Conclusion,POR NO EXISTIR MATERIA,1
14220,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,AGUASCALIENTES,2019,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,23
14221,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,AGUASCALIENTES,2019,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,16
14222,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,AGUASCALIENTES,2019,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,3
14223,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,AGUASCALIENTES,2019,Hecho_Violatorio,NEGLIGENCIA MEDICA,2
14224,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,AGUASCALIENTES,2019,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,2
14225,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,AGUASCALIENTES,2019,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",1
14226,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,AGUASCALIENTES,2019,Hecho_Violatorio,NO SE PUEDE DETERMINAR,1
14227,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,AGUASCALIENTES,2019,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,1
14228,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,AGUASCALIENTES,2019,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,1
14229,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,AGUASCALIENTES,2019,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,43
14230,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,AGUASCALIENTES,2019,Motivo_Conclusion,ORIENTACION,1
14231,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,BAJA CALIFORNIA,2019,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,8
14232,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,BAJA CALIFORNIA,2019,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,6
