,Hecho_Violatorio,Autoridad,Ano,Entidad,Cantidad_Quejas
3268,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        115",2019,HIDALGO,1
3269,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        115",2019,PUEBLA,1
3270,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        115",2019,SONORA,1
3271,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        115",2019,TABASCO,1
3272,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        115",2019,TLAXCALA,1
3273,NEGLIGENCIA MEDICA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        17",2019,CIUDAD DE MEXICO,6
3274,NEGLIGENCIA MEDICA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        17",2019,JALISCO,3
3275,NEGLIGENCIA MEDICA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        17",2019,CHIAPAS,2
3276,NEGLIGENCIA MEDICA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        17",2019,OAXACA,2
3277,NEGLIGENCIA MEDICA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        17",2019,BAJA CALIFORNIA SUR,1
3278,NEGLIGENCIA MEDICA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        17",2019,VERACRUZ,1
3279,NEGLIGENCIA MEDICA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        17",2019,YUCATAN,1
3280,NEGLIGENCIA MEDICA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        17",2019,ZACATECAS,1
3281,NEGLIGENCIA MEDICA,"SECRETARIA DE SALUD
                                          
                                        10",2019,CIUDAD DE MEXICO,8
3282,NEGLIGENCIA MEDICA,"SECRETARIA DE SALUD
                                          
                                        10",2019,MICHOACAN,1
3283,NEGLIGENCIA MEDICA,"SECRETARIA DE SALUD
                                          
                                        10",2019,YUCATAN,1
3284,NEGLIGENCIA MEDICA,"PETROLEOS MEXICANOS
                                          
                                        9",2019,VERACRUZ,3
3285,NEGLIGENCIA MEDICA,"PETROLEOS MEXICANOS
                                          
                                        9",2019,TAMAULIPAS,2
3286,NEGLIGENCIA MEDICA,"PETROLEOS MEXICANOS
                                          
                                        9",2019,(SIN ESTADO),1
3287,NEGLIGENCIA MEDICA,"PETROLEOS MEXICANOS
                                          
                                        9",2019,CIUDAD DE MEXICO,1
3288,NEGLIGENCIA MEDICA,"PETROLEOS MEXICANOS
                                          
                                        9",2019,COAHUILA,1
3289,NEGLIGENCIA MEDICA,"PETROLEOS MEXICANOS
                                          
                                        9",2019,TABASCO,1
3290,NEGLIGENCIA MEDICA,"HOSPITAL GENERAL DE MEXICO DE LA SECRETARIA DE SALUD
                                          
                                        6",2019,CIUDAD DE MEXICO,5
3291,NEGLIGENCIA MEDICA,"HOSPITAL GENERAL DE MEXICO DE LA SECRETARIA DE SALUD
                                          
                                        6",2019,(SIN ESTADO),1
3292,NEGLIGENCIA MEDICA,"SECRETARIA DE MARINA
                                          
                                        3",2019,CIUDAD DE MEXICO,1
3293,NEGLIGENCIA MEDICA,"SECRETARIA DE MARINA
                                          
                                        3",2019,OAXACA,1
3294,NEGLIGENCIA MEDICA,"SECRETARIA DE MARINA
                                          
                                        3",2019,YUCATAN,1
3295,NEGLIGENCIA MEDICA,"HOSPITAL INFANTIL DE MEXICO ""FEDERICO GOMEZ"". DE LA SECRETARIA DE SALUD
                                          
                                        2",2019,CIUDAD DE MEXICO,2
3296,NEGLIGENCIA MEDICA,"HOSPITAL PEDIATRICO ""MOCTEZUMA"", DEL GOBIERNO DEL DISTRITO FEDERAL
                                          
                                        2",2019,CIUDAD DE MEXICO,2
3297,NEGLIGENCIA MEDICA,"PETROLEOS MEXICANOS SERVICIOS DE SALUD
                                          
                                        2",2019,(SIN ESTADO),1
3298,NEGLIGENCIA MEDICA,"PETROLEOS MEXICANOS SERVICIOS DE SALUD
                                          
                                        2",2019,TABASCO,1
3299,NEGLIGENCIA MEDICA,"SECRETARIA DE SALUD DE LA CIUDAD DE MEXICO
                                          
                                        2",2019,CIUDAD DE MEXICO,2
3300,NEGLIGENCIA MEDICA,"COMISION DE ARBITRAJE MEDICO DEL ESTADO DE MICHOACAN
                                          
                                        1",2019,MICHOACAN,1
3301,NEGLIGENCIA MEDICA,"COMISION NACIONAL DE ARBITRAJE MEDICO
                                          
                                        1",2019,MICHOACAN,1
3302,NEGLIGENCIA MEDICA,"HOSPITAL ""DARIO FERNANDEZ"" DEL INSTITUTO DE SEGURIDAD SOCIAL AL SERVICIO DE LOS TRABAJADORES DEL ESTADO
                                          
                                        1",2019,CIUDAD DE MEXICO,1
3303,NEGLIGENCIA MEDICA,"HOSPITAL GENERAL ""DR. MANUEL GEA GONZALEZ"" DE LA SECRETARIA DE SALUD
                                          
                                        1",2019,CIUDAD DE MEXICO,1
3304,NEGLIGENCIA MEDICA,"HOSPITAL GENERAL PEMEX DE POZA RICA, VERACRUZ
                                          
                                        1",2019,VERACRUZ,1
3305,NEGLIGENCIA MEDICA,"HOSPITAL JUAREZ DE MEXICO DE LA SECRETARIA DE SALUD
                                          
                                        1",2019,CIUDAD DE MEXICO,1
3306,NEGLIGENCIA MEDICA,"HOSPITAL PSIQUIATRICO INFANTIL ""DR. JUAN N. NAVARRO"" DE LA SECRETARIA DE SALUD
                                          
                                        1",2019,CIUDAD DE MEXICO,1
3307,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD SOCIAL PARA LAS FUERZAS ARMADAS MEXICANAS
                                          
                                        1",2019,SONORA,1
3308,NEGLIGENCIA MEDICA,"INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION ""SALVADOR ZUBIRAN""
                                          
                                        1",2019,CIUDAD DE MEXICO,1
3309,NEGLIGENCIA MEDICA,"INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS
                                          
                                        1",2019,CIUDAD DE MEXICO,1
3310,NEGLIGENCIA MEDICA,"INSTITUTO NACIONAL DE PERINATOLOGIA
                                          
                                        1",2019,CIUDAD DE MEXICO,1
3311,NEGLIGENCIA MEDICA,"INSTITUTO NACIONAL DE PSIQUIATRIA
                                          
                                        1",2019,CIUDAD DE MEXICO,1
3312,NEGLIGENCIA MEDICA,"JUNTA LOCAL DE CONCILIACION Y ARBITRAJE DE CAMPECHE, CAMPECHE
                                          
                                        1",2019,CAMPECHE,1
3313,NEGLIGENCIA MEDICA,"SECRETARIA DE SALUD DEL ESTADO DE BAJA CALIFORNIA
                                          
                                        1",2019,BAJA CALIFORNIA,1
3314,NEGLIGENCIA MEDICA,"SECRETARIA DE SALUD DEL ESTADO DE GUERRERO
                                          
                                        1",2019,GUERRERO,1
3315,NEGLIGENCIA MEDICA,"SECRETARIA DE SALUD DEL ESTADO DE MICHOACAN
                                          
                                        1",2019,MICHOACAN,1
3316,NEGLIGENCIA MEDICA,"SECRETARIA DE SALUD DEL ESTADO DE SAN LUIS POTOSI
                                          
                                        1",2019,SAN LUIS POTOSI,1
3317,PRIVAR DE LA VIDA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        10",2020,TAMAULIPAS,5
3318,PRIVAR DE LA VIDA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        10",2020,(SIN ESTADO),2
3319,PRIVAR DE LA VIDA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        10",2020,CHIHUAHUA,1
3320,PRIVAR DE LA VIDA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        10",2020,GUERRERO,1
3321,PRIVAR DE LA VIDA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        10",2020,SONORA,1
3322,PRIVAR DE LA VIDA,"ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SSPC
                                          
                                        2",2020,VERACRUZ,2
3323,PRIVAR DE LA VIDA,"SECRETARIA DE MARINA
                                          
                                        2",2020,GUANAJUATO,1
3324,PRIVAR DE LA VIDA,"SECRETARIA DE MARINA
                                          
                                        2",2020,YUCATAN,1
3325,PRIVAR DE LA VIDA,"DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO DEL ESTADO DE HIDALGO
                                          
                                        1",2020,HIDALGO,1
3326,PRIVAR DE LA VIDA,"FISCALIA GENERAL DEL ESTADO DE GUERRERO
                                          
                                        1",2020,GUERRERO,1
3327,PRIVAR DE LA VIDA,"GOBERNADOR CONSTITUCIONAL DEL ESTADO DE TAMAULIPAS
                                          
                                        1",2020,TAMAULIPAS,1
3328,PRIVAR DE LA VIDA,"GUARDIA NACIONAL
                                          
                                        1",2020,CHIHUAHUA,1
3329,PRIVAR DE LA VIDA,"H. AYUNTAMIENTO DE IXTLAHUACAN DE LOS MEMBRILLOS, JALISCO
                                          
                                        1",2020,JALISCO,1
3330,PRIVAR DE LA VIDA,"PETROLEOS MEXICANOS SERVICIOS DE SALUD
                                          
                                        1",2020,TABASCO,1
3331,PRIVAR DE LA VIDA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE GUERRERO
                                          
                                        1",2020,GUERRERO,1
3332,PRIVAR DE LA VIDA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE TAMAULIPAS
                                          
                                        1",2020,TAMAULIPAS,1
3333,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        8",2020,SINALOA,2
3334,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        8",2020,ESTADO DE MEXICO,1
3335,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        8",2020,GUERRERO,1
3336,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        8",2020,JALISCO,1
3337,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        8",2020,MORELOS,1
3338,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        8",2020,PUEBLA,1
3339,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        8",2020,SONORA,1
3340,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        5",2020,BAJA CALIFORNIA,1
3341,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        5",2020,COLIMA,1
3342,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        5",2020,JALISCO,1
3343,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        5",2020,SINALOA,1
3344,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        5",2020,SONORA,1
3345,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"FISCALIA GENERAL DEL ESTADO DE SINALOA
                                          
                                        1",2020,SINALOA,1
3346,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"GUARDIA NACIONAL
                                          
                                        1",2020,MICHOACAN,1
3347,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"H. AYUNTAMIENTO DE FRESNILLO, ZACATECAS
                                          
                                        1",2020,ZACATECAS,1
3348,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        1",2020,BAJA CALIFORNIA SUR,1
3349,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION
                                          
                                        1",2020,SAN LUIS POTOSI,1
3350,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"PROCURADURIA DE PROTECCION DE NIÑAS, NIÑOS Y ADOLESCENTES DEL ESTADO DE SAN LUIS POTOSI
                                          
                                        1",2020,SAN LUIS POTOSI,1
3351,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"SECRETARIA DE GOBERNACION
                                          
                                        1",2020,SINALOA,1
3352,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"SECRETARIA DE SALUD DEL ESTADO DE BAJA CALIFORNIA SUR
                                          
                                        1",2020,BAJA CALIFORNIA SUR,1
3353,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE SINALOA
                                          
                                        1",2020,SINALOA,1
3354,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE VERACRUZ
                                          
                                        1",2020,VERACRUZ,1
3355,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA
                                          
                                        1",2020,VERACRUZ,1
3356,TORTURA,"FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        12",2020,ESTADO DE MEXICO,4
3357,TORTURA,"FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        12",2020,CIUDAD DE MEXICO,3
3358,TORTURA,"FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        12",2020,(SIN ESTADO),2
3359,TORTURA,"FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        12",2020,JALISCO,2
3360,TORTURA,"FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        12",2020,SINALOA,1
3361,TORTURA,"POLICIA FEDERAL DE LA SSPC
                                          
                                        8",2020,DURANGO,2
3362,TORTURA,"POLICIA FEDERAL DE LA SSPC
                                          
                                        8",2020,ESTADO DE MEXICO,2
3363,TORTURA,"POLICIA FEDERAL DE LA SSPC
                                          
                                        8",2020,(SIN ESTADO),1
3364,TORTURA,"POLICIA FEDERAL DE LA SSPC
                                          
                                        8",2020,CHIHUAHUA,1
3365,TORTURA,"POLICIA FEDERAL DE LA SSPC
                                          
                                        8",2020,CIUDAD DE MEXICO,1
3366,TORTURA,"POLICIA FEDERAL DE LA SSPC
                                          
                                        8",2020,GUERRERO,1
3367,TORTURA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        6",2020,(SIN ESTADO),2
3368,TORTURA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        6",2020,SAN LUIS POTOSI,2
3369,TORTURA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        6",2020,PUEBLA,1
3370,TORTURA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        6",2020,SINALOA,1
3371,TORTURA,"GUARDIA NACIONAL
                                          
                                        5",2020,(SIN ESTADO),1
3372,TORTURA,"GUARDIA NACIONAL
                                          
                                        5",2020,ESTADO DE MEXICO,1
3373,TORTURA,"GUARDIA NACIONAL
                                          
                                        5",2020,MORELOS,1
3374,TORTURA,"GUARDIA NACIONAL
                                          
                                        5",2020,OAXACA,1
3375,TORTURA,"GUARDIA NACIONAL
                                          
                                        5",2020,SAN LUIS POTOSI,1
3376,TORTURA,"SECRETARIA DE MARINA
                                          
                                        5",2020,VERACRUZ,3
3377,TORTURA,"SECRETARIA DE MARINA
                                          
                                        5",2020,(SIN ESTADO),2
3378,TORTURA,"POLICIA FEDERAL MINISTERIAL 
                                          
                                        4",2020,ESTADO DE MEXICO,2
3379,TORTURA,"POLICIA FEDERAL MINISTERIAL 
                                          
                                        4",2020,(SIN ESTADO),1
3380,TORTURA,"POLICIA FEDERAL MINISTERIAL 
                                          
                                        4",2020,CIUDAD DE MEXICO,1
3381,TORTURA,"ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SSPC
                                          
                                        2",2020,(SIN ESTADO),1
3382,TORTURA,"ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SSPC
                                          
                                        2",2020,OAXACA,1
3383,TORTURA,"SECRETARIA DE GOBERNACION
                                          
                                        2",2020,CIUDAD DE MEXICO,1
3384,TORTURA,"SECRETARIA DE GOBERNACION
                                          
                                        2",2020,SINALOA,1
3385,TORTURA,"SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA
                                          
                                        2",2020,GUERRERO,1
3386,TORTURA,"SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA
                                          
                                        2",2020,TAMAULIPAS,1
3387,TORTURA,"CENTRO DE INVESTIGACION Y SEGURIDAD NACIONAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        1",2020,CIUDAD DE MEXICO,1
3388,TORTURA,"FISCALIA GENERAL DEL ESTADO DE DURANGO
                                          
                                        1",2020,DURANGO,1
3389,TORTURA,"FISCALIA GENERAL DEL ESTADO DE MEXICO
                                          
                                        1",2020,(SIN ESTADO),1
3390,TORTURA,"FISCALIA GENERAL DEL ESTADO DE MICHOACAN
                                          
                                        1",2020,MICHOACAN,1
3391,TORTURA,"FISCALIA GENERAL DEL ESTADO DE SINALOA
                                          
                                        1",2020,SINALOA,1
3392,TORTURA,"H. AYUNTAMIENTO DE CULIACAN, SINALOA
                                          
                                        1",2020,SINALOA,1
3393,TORTURA,"SECRETARIA DE SEGURIDAD CIUDADANA DE LA CIUDAD DE MEXICO
                                          
                                        1",2020,ESTADO DE MEXICO,1
3394,TORTURA,"SECRETARIA DE SEGURIDAD CIUDADANA DEL ESTADO DE MEXICO
                                          
                                        1",2020,(SIN ESTADO),1
3395,"TRATO CRUEL, INHUMANO O DEGRADANTE","GUARDIA NACIONAL
                                          
                                        48",2020,ESTADO DE MEXICO,6
3396,"TRATO CRUEL, INHUMANO O DEGRADANTE","GUARDIA NACIONAL
                                          
                                        48",2020,QUERETARO,5
3397,"TRATO CRUEL, INHUMANO O DEGRADANTE","GUARDIA NACIONAL
                                          
                                        48",2020,MICHOACAN,4
3398,"TRATO CRUEL, INHUMANO O DEGRADANTE","GUARDIA NACIONAL
                                          
                                        48",2020,OAXACA,3
3399,"TRATO CRUEL, INHUMANO O DEGRADANTE","GUARDIA NACIONAL
                                          
                                        48",2020,TLAXCALA,3
3400,"TRATO CRUEL, INHUMANO O DEGRADANTE","GUARDIA NACIONAL
                                          
                                        48",2020,BAJA CALIFORNIA,2
3401,"TRATO CRUEL, INHUMANO O DEGRADANTE","GUARDIA NACIONAL
                                          
                                        48",2020,CHIAPAS,2
3402,"TRATO CRUEL, INHUMANO O DEGRADANTE","GUARDIA NACIONAL
                                          
                                        48",2020,CHIHUAHUA,2
3403,"TRATO CRUEL, INHUMANO O DEGRADANTE","GUARDIA NACIONAL
                                          
                                        48",2020,GUANAJUATO,2
3404,"TRATO CRUEL, INHUMANO O DEGRADANTE","GUARDIA NACIONAL
                                          
                                        48",2020,HIDALGO,2
3405,"TRATO CRUEL, INHUMANO O DEGRADANTE","GUARDIA NACIONAL
                                          
                                        48",2020,PUEBLA,2
3406,"TRATO CRUEL, INHUMANO O DEGRADANTE","GUARDIA NACIONAL
                                          
                                        48",2020,QUINTANA ROO,2
3407,"TRATO CRUEL, INHUMANO O DEGRADANTE","GUARDIA NACIONAL
                                          
                                        48",2020,SAN LUIS POTOSI,2
3408,"TRATO CRUEL, INHUMANO O DEGRADANTE","GUARDIA NACIONAL
                                          
                                        48",2020,SONORA,2
3409,"TRATO CRUEL, INHUMANO O DEGRADANTE","GUARDIA NACIONAL
                                          
                                        48",2020,ZACATECAS,2
3410,"TRATO CRUEL, INHUMANO O DEGRADANTE","GUARDIA NACIONAL
                                          
                                        48",2020,(SIN ESTADO),1
3411,"TRATO CRUEL, INHUMANO O DEGRADANTE","GUARDIA NACIONAL
                                          
                                        48",2020,CIUDAD DE MEXICO,1
3412,"TRATO CRUEL, INHUMANO O DEGRADANTE","GUARDIA NACIONAL
                                          
                                        48",2020,COAHUILA,1
3413,"TRATO CRUEL, INHUMANO O DEGRADANTE","GUARDIA NACIONAL
                                          
                                        48",2020,JALISCO,1
3414,"TRATO CRUEL, INHUMANO O DEGRADANTE","GUARDIA NACIONAL
                                          
                                        48",2020,NAYARIT,1
3415,"TRATO CRUEL, INHUMANO O DEGRADANTE","GUARDIA NACIONAL
                                          
                                        48",2020,TAMAULIPAS,1
3416,"TRATO CRUEL, INHUMANO O DEGRADANTE","GUARDIA NACIONAL
                                          
                                        48",2020,VERACRUZ,1
3417,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        36",2020,CHIHUAHUA,5
3418,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        36",2020,BAJA CALIFORNIA,4
3419,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        36",2020,TAMAULIPAS,4
3420,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        36",2020,MICHOACAN,3
3421,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        36",2020,SONORA,3
3422,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        36",2020,COAHUILA,2
3423,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        36",2020,GUANAJUATO,2
3424,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        36",2020,SAN LUIS POTOSI,2
3425,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        36",2020,(SIN ESTADO),1
3426,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        36",2020,BAJA CALIFORNIA SUR,1
3427,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        36",2020,ESTADO DE MEXICO,1
3428,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        36",2020,HIDALGO,1
3429,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        36",2020,JALISCO,1
3430,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        36",2020,NAYARIT,1
3431,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        36",2020,PUEBLA,1
3432,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        36",2020,SINALOA,1
3433,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        36",2020,VERACRUZ,1
3434,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        36",2020,YUCATAN,1
3435,"TRATO CRUEL, INHUMANO O DEGRADANTE","SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        36",2020,ZACATECAS,1
3436,"TRATO CRUEL, INHUMANO O DEGRADANTE","INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION
                                          
                                        33",2020,JALISCO,11
3437,"TRATO CRUEL, INHUMANO O DEGRADANTE","INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION
                                          
                                        33",2020,QUERETARO,6
3438,"TRATO CRUEL, INHUMANO O DEGRADANTE","INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION
                                          
                                        33",2020,CHIAPAS,5
3439,"TRATO CRUEL, INHUMANO O DEGRADANTE","INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION
                                          
                                        33",2020,CIUDAD DE MEXICO,3
3440,"TRATO CRUEL, INHUMANO O DEGRADANTE","INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION
                                          
                                        33",2020,OAXACA,2
3441,"TRATO CRUEL, INHUMANO O DEGRADANTE","INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION
                                          
                                        33",2020,VERACRUZ,2
3442,"TRATO CRUEL, INHUMANO O DEGRADANTE","INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION
                                          
                                        33",2020,DURANGO,1
3443,"TRATO CRUEL, INHUMANO O DEGRADANTE","INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION
                                          
                                        33",2020,NUEVO LEON,1
3444,"TRATO CRUEL, INHUMANO O DEGRADANTE","INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION
                                          
                                        33",2020,TABASCO,1
3445,"TRATO CRUEL, INHUMANO O DEGRADANTE","INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION
                                          
                                        33",2020,TAMAULIPAS,1
3446,"TRATO CRUEL, INHUMANO O DEGRADANTE","FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        19",2020,VERACRUZ,3
3447,"TRATO CRUEL, INHUMANO O DEGRADANTE","FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        19",2020,CIUDAD DE MEXICO,2
3448,"TRATO CRUEL, INHUMANO O DEGRADANTE","FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        19",2020,GUERRERO,2
3449,"TRATO CRUEL, INHUMANO O DEGRADANTE","FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        19",2020,OAXACA,2
3450,"TRATO CRUEL, INHUMANO O DEGRADANTE","FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        19",2020,PUEBLA,2
3451,"TRATO CRUEL, INHUMANO O DEGRADANTE","FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        19",2020,CHIAPAS,1
3452,"TRATO CRUEL, INHUMANO O DEGRADANTE","FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        19",2020,CHIHUAHUA,1
3453,"TRATO CRUEL, INHUMANO O DEGRADANTE","FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        19",2020,COAHUILA,1
3454,"TRATO CRUEL, INHUMANO O DEGRADANTE","FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        19",2020,COLIMA,1
3455,"TRATO CRUEL, INHUMANO O DEGRADANTE","FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        19",2020,ESTADO DE MEXICO,1
3456,"TRATO CRUEL, INHUMANO O DEGRADANTE","FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        19",2020,MICHOACAN,1
3457,"TRATO CRUEL, INHUMANO O DEGRADANTE","FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        19",2020,MORELOS,1
