,Hecho_Violatorio,Autoridad,Ano,Entidad,Municipio,Cantidad_Quejas
6543,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,8
6544,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHO A LOS MIGRANTES Y DE SUS FAMILIARES,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,6
6545,"TRATO CRUEL, INHUMANO O DEGRADANTE",INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,3
6546,ACCIONES U OMISIONES CONTRARIAS A LOS DERECHOS A LAS PERSONAS PRIVADAS DE SU LIBERTAD,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6547,"APODERARSE DE UN BIEN MUEBLE SIN EL CONSENTIMIENTO DEL PROPIETARIO, SIN QUE EXISTA CAUSA JUSTIFICADA",INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6548,DETENCION ARBITRARIA,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6549,EXPULSAR ILEGALMENTE DEL PAIS,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6550,OMITIR FUNDAR EL ACTO DE AUTORIDAD,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6551,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6552,OMITIR RESOLVER RESPECTO DE LA SITUACION JURIDICA MIGRATORIA,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6553,OMITIR RESPETAR LA GARANTIA DE AUDIENCIA,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6554,RETENCION ILEGAL,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6555,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,5
6556,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,4
6557,NEGLIGENCIA MEDICA,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,2
6558,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,2
6559,ABANDONO DEL PACIENTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6560,IMPONER CONDUCTAS CONTRARIAS A LA LIBERTAD SEXUAL,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6561,"INEJECUCION DE RESOLUCION, SENTENCIA O LAUDO",INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6562,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6563,"OMITIR BRINDAR LA ATENCION, CUIDADOS O PRESTAR AUXILIO A CUALQUIER PERSONA TENIENDO LA OBLIGACION DE HACERLO",INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6564,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6565,OMITIR FUNDAR EL ACTO DE AUTORIDAD,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6566,OMITIR HACER CONSTAR EL ACTO DE AUTORIDAD EN UN MANDAMIENTO ESCRITO,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6567,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6568,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6569,OMITIR PROPORCIONAR ATENCION MEDICA,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6570,TRASGREDIR EL DERECHO A LA LIBERTAD SEXUAL,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6571,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,SAN LUIS POTOSI,CIUDAD VALLES,1
6572,NEGLIGENCIA MEDICA,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,SAN LUIS POTOSI,CIUDAD VALLES,1
6573,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,SAN LUIS POTOSI,CIUDAD VALLES,1
6574,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,SAN LUIS POTOSI,CIUDAD VALLES,1
6575,OMITIR FUNDAR EL ACTO DE AUTORIDAD,SECRETARIA DE EDUCACION PUBLICA,2014,SAN LUIS POTOSI,(SIN DATO),1
6576,OMITIR HACER CONSTAR EL ACTO DE AUTORIDAD EN UN MANDAMIENTO ESCRITO,SECRETARIA DE EDUCACION PUBLICA,2014,SAN LUIS POTOSI,(SIN DATO),1
6577,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,SECRETARIA DE EDUCACION PUBLICA,2014,SAN LUIS POTOSI,(SIN DATO),1
6578,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,SECRETARIA DE EDUCACION PUBLICA,2014,SAN LUIS POTOSI,CARDENAS,1
6579,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",SECRETARIA DE EDUCACION PUBLICA,2014,SAN LUIS POTOSI,CARDENAS,1
6580,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",SECRETARIA DE EDUCACION PUBLICA,2014,SAN LUIS POTOSI,MATEHUALA,1
6581,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,SECRETARIA DE EDUCACION PUBLICA,2014,SAN LUIS POTOSI,MATEHUALA,1
6582,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,SECRETARIA DE EDUCACION PUBLICA,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6583,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",SECRETARIA DE EDUCACION PUBLICA,2014,SAN LUIS POTOSI,TAMAZUNCHALE,1
6584,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,SECRETARIA DE EDUCACION PUBLICA,2014,SAN LUIS POTOSI,TAMAZUNCHALE,1
6585,PRESTAR INDEBIDAMENTE EL SERVICIO DE EDUCACION,SECRETARIA DE EDUCACION PUBLICA,2014,SAN LUIS POTOSI,TAMPAMOLON CORONA,1
6586,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",SECRETARIA DE COMUNICACIONES Y TRANSPORTES,2014,SAN LUIS POTOSI,MATEHUALA,4
6587,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,SECRETARIA DE COMUNICACIONES Y TRANSPORTES,2014,SAN LUIS POTOSI,MATEHUALA,4
6588,COARTAR EL DISFRUTE DE UN AMBIENTE SANO Y ECOLOGICAMENTE EQUILIBRADO,SECRETARIA DE COMUNICACIONES Y TRANSPORTES,2014,SAN LUIS POTOSI,MATEHUALA,2
6589,"OMITIR, SUSPENDER, RETRASAR O BRINDAR DEFICIENTEMENTE EL USO O ACCESO A CUALQUIER VIA DE COMUNICACION",SECRETARIA DE COMUNICACIONES Y TRANSPORTES,2014,SAN LUIS POTOSI,MATEHUALA,2
6590,"ACTOS Y OMISIONES QUE TRANSGREDEN EL DERECHO A LA REPARACION DE LOS DAÑOS, PERJUICIOS O DAÑO MORAL, POR PARTE DE LOS ORGANOS DEL PODER PUBLICO",SECRETARIA DE COMUNICACIONES Y TRANSPORTES,2014,SAN LUIS POTOSI,MATEHUALA,1
6591,INOBSERVAR LAS FORMALIDADES PARA LA REALIZACION DE LA INTERVENCION DE LAS COMUNICACIONES,SECRETARIA DE COMUNICACIONES Y TRANSPORTES,2014,SAN LUIS POTOSI,MATEHUALA,1
6592,IMPEDIR EL EJERCICIO DEL DERECHO AL TRABAJO DIGNO Y SOCIALMENTE UTIL,SECRETARIA DE COMUNICACIONES Y TRANSPORTES,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6593,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",SECRETARIA DE DESARROLLO SOCIAL,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,3
6594,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,SECRETARIA DE DESARROLLO SOCIAL,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,3
6595,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LOS ADULTOS MAYORES,SECRETARIA DE DESARROLLO SOCIAL,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,2
6596,OMITIR DESARROLLAR POLITICAS PUBLICAS DE SEGURIDAD SOCIAL,SECRETARIA DE DESARROLLO SOCIAL,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6597,OMITIR FUNDAR EL ACTO DE AUTORIDAD,SECRETARIA DE DESARROLLO SOCIAL,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6598,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,SECRETARIA DE DESARROLLO SOCIAL,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6599,OMITIR OBSERVAR EL DERECHO A LA PRESUNCION DE INOCENCIA,SECRETARIA DE DESARROLLO SOCIAL,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6600,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LOS INDIGENAS,SECRETARIA DE DESARROLLO SOCIAL,2014,SAN LUIS POTOSI,MATEHUALA,2
6601,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,SECRETARIA DE DESARROLLO SOCIAL,2014,SAN LUIS POTOSI,MATEHUALA,2
6602,FALTA DE INFRAESTRUCTURA NECESARIA PARA BRINDAR LOS APOYOS NECESARIOS PARA SATISFACER EL DISFRUTE DEL DERECHO A LA VIVIENDA,SECRETARIA DE DESARROLLO SOCIAL,2014,SAN LUIS POTOSI,MATEHUALA,1
6603,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",SECRETARIA DE DESARROLLO SOCIAL,2014,SAN LUIS POTOSI,MATEHUALA,1
6604,ACCIONES U OMISIONES CONTRARIAS A LOS DERECHOS A LAS PERSONAS PRIVADAS DE SU LIBERTAD,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6605,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LAS PERSONAS PRIVADAS DE SU LIBERTAD,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6606,OMITIR PROPORCIONAR ATENCION MEDICA,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6607,OMITIR SUMINISTRAR MEDICAMENTOS,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6608,ACCIONES U OMISIONES CONTRARIAS A LOS DERECHOS A LAS PERSONAS PRIVADAS DE SU LIBERTAD,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,2014,SAN LUIS POTOSI,(SIN DATO),1
6609,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LOS INDIGENAS,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,2014,SAN LUIS POTOSI,(SIN DATO),1
6610,"OMITIR PROPORCIONAR INTERPRETE O TRADUCTOR, SI NO HABLA EL IDIOMA",ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,2014,SAN LUIS POTOSI,(SIN DATO),1
6611,"OMITIR NOTIFICAR A LA FAMILIA O CONOCIDOS SOBRE EL ARRESTO, DETENCION, TRASLADO, LUGAR DE CUSTODIA, ESTADO FISICO Y PSICOLOGICO, ASI COMO SU SITUACION JURIDICA",ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,2014,SAN LUIS POTOSI,CIUDAD VALLES,1
6612,DETENCION ARBITRARIA,SECRETARIA DE MARINA,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,2
6613,RETENCION ILEGAL,SECRETARIA DE MARINA,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6614,"TRATO CRUEL, INHUMANO O DEGRADANTE",SECRETARIA DE MARINA,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6615,DETENCION ARBITRARIA,SECRETARIA DE MARINA,2014,SAN LUIS POTOSI,CIUDAD VALLES,1
6616,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",SECRETARIA DE MARINA,2014,SAN LUIS POTOSI,CIUDAD VALLES,1
6617,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,SECRETARIA DE MARINA,2014,SAN LUIS POTOSI,CIUDAD VALLES,1
6618,"TRATO CRUEL, INHUMANO O DEGRADANTE",SECRETARIA DE MARINA,2014,SAN LUIS POTOSI,CIUDAD VALLES,1
6619,DETENCION ARBITRARIA,SECRETARIA DE MARINA,2014,SAN LUIS POTOSI,SOLEDAD DE GRACIANO SANCHEZ,1
6620,EMPLEAR ARBITRARIAMENTE LA FUERZA PUBLICA,SECRETARIA DE MARINA,2014,SAN LUIS POTOSI,SOLEDAD DE GRACIANO SANCHEZ,1
6621,IMPUTAR INDEBIDAMENTE HECHOS,SECRETARIA DE MARINA,2014,SAN LUIS POTOSI,SOLEDAD DE GRACIANO SANCHEZ,1
6622,RETENCION ILEGAL,SECRETARIA DE MARINA,2014,SAN LUIS POTOSI,SOLEDAD DE GRACIANO SANCHEZ,1
6623,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES","SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION",2014,SAN LUIS POTOSI,CEDRAL,2
6624,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,"SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION",2014,SAN LUIS POTOSI,CEDRAL,2
6625,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES","SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION",2014,SAN LUIS POTOSI,VILLA DE ARRIAGA,1
6626,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,"SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION",2014,SAN LUIS POTOSI,VILLA DE ARRIAGA,1
6627,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",SECRETARIA DE MEDIO AMBIENTE Y RECURSOS NATURALES,2014,SAN LUIS POTOSI,MATEHUALA,3
6628,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,SECRETARIA DE MEDIO AMBIENTE Y RECURSOS NATURALES,2014,SAN LUIS POTOSI,MATEHUALA,3
6629,COARTAR EL DISFRUTE DE UN AMBIENTE SANO Y ECOLOGICAMENTE EQUILIBRADO,SECRETARIA DE MEDIO AMBIENTE Y RECURSOS NATURALES,2014,SAN LUIS POTOSI,MATEHUALA,2
6630,"ACTOS Y OMISIONES QUE TRANSGREDEN EL DERECHO A LA REPARACION DE LOS DAÑOS, PERJUICIOS O DAÑO MORAL, POR PARTE DE LOS ORGANOS DEL PODER PUBLICO",SECRETARIA DE MEDIO AMBIENTE Y RECURSOS NATURALES,2014,SAN LUIS POTOSI,MATEHUALA,1
6631,"OMITIR, SUSPENDER, RETRASAR O BRINDAR DEFICIENTEMENTE EL USO O ACCESO A CUALQUIER VIA DE COMUNICACION",SECRETARIA DE MEDIO AMBIENTE Y RECURSOS NATURALES,2014,SAN LUIS POTOSI,MATEHUALA,1
6632,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LOS INDIGENAS,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,2014,SAN LUIS POTOSI,MATEHUALA,2
6633,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,2014,SAN LUIS POTOSI,MATEHUALA,2
6634,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,2014,SAN LUIS POTOSI,MATEHUALA,1
6635,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,2014,SAN LUIS POTOSI,CHARCAS,1
6636,OMITIR BRINDAR ATENCION MEDICA Y/O PSICOLOGICA DE URGENCIA,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,2014,SAN LUIS POTOSI,CHARCAS,1
6637,"OMITIR CUSTODIAR, VIGILAR, PROTEGER, ESTABLECER MEDIDAS CAUTELARES Y/O DAR SEGURIDAD A PERSONAS",SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,2014,SAN LUIS POTOSI,CHARCAS,1
6638,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,2014,SAN LUIS POTOSI,CHARCAS,1
6639,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",COMISION FEDERAL DE ELECTRICIDAD,2014,SAN LUIS POTOSI,CERRITOS,1
6640,OMITIR HACER CONSTAR EL ACTO DE AUTORIDAD EN UN MANDAMIENTO ESCRITO,COMISION FEDERAL DE ELECTRICIDAD,2014,SAN LUIS POTOSI,CERRITOS,1
6641,OMITIR PRESTAR EL SERVICIO EN MATERIA DE ELECTRICIDAD,COMISION FEDERAL DE ELECTRICIDAD,2014,SAN LUIS POTOSI,CERRITOS,1
6642,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,COMISION FEDERAL DE ELECTRICIDAD,2014,SAN LUIS POTOSI,CERRITOS,1
6643,"APODERARSE DE UN BIEN MUEBLE SIN EL CONSENTIMIENTO DEL PROPIETARIO, SIN QUE EXISTA CAUSA JUSTIFICADA",COMISION FEDERAL DE ELECTRICIDAD,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6644,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",COMISION FEDERAL DE ELECTRICIDAD,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6645,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,COMISION FEDERAL DE ELECTRICIDAD,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6646,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,COMISION FEDERAL DE ELECTRICIDAD,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6647,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,FONDO DE LA VIVIENDA DEL INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,2
6648,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",FONDO DE LA VIVIENDA DEL INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6649,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,FONDO DE LA VIVIENDA DEL INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6650,OMITIR RESPETAR LOS DERECHOS DE LAS PERSONAS CON ALGUN TIPO DE DISCAPACIDAD,FONDO DE LA VIVIENDA DEL INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6651,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",INSTITUTO NACIONAL DE ANTROPOLOGIA E HISTORIA,2014,SAN LUIS POTOSI,CATORCE,1
6652,OBSTACULIZAR EL ACCESO A LOS BENEFICIOS DE LA CULTURA,INSTITUTO NACIONAL DE ANTROPOLOGIA E HISTORIA,2014,SAN LUIS POTOSI,SAN LUIS POTOSI,1
6653,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",PROCURADURIA AGRARIA,2014,SAN LUIS POTOSI,AQUISMON,1
6654,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LOS INDIGENAS,PROCURADURIA AGRARIA,2014,SAN LUIS POTOSI,TAMPAMOLON CORONA,1
6655,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",PROCURADURIA AGRARIA,2014,SAN LUIS POTOSI,TAMPAMOLON CORONA,1
6656,IMPONER CONDUCTAS CONTRARIAS A LA LIBERTAD SEXUAL,PROCURADURIA AGRARIA,2014,SAN LUIS POTOSI,TAMPAMOLON CORONA,1
6657,OMITIR EL EJERCICIO DEL PRINCIPIO DE LA EXACTA APLICACION DE LA LEY,PROCURADURIA AGRARIA,2014,SAN LUIS POTOSI,TAMPAMOLON CORONA,1
