,Entidad,Ano,Tipo,Descripcion,Cantidad
3756,PUEBLA,2020,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,7
3757,PUEBLA,2020,Hecho_Violatorio,NEGLIGENCIA MEDICA,6
3758,PUEBLA,2020,Hecho_Violatorio,NO SE PUEDE DETERMINAR,2
3759,PUEBLA,2020,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,2
3760,PUEBLA,2020,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,2
3761,PUEBLA,2020,Hecho_Violatorio,IMPEDIR EL EJERCICIO DEL DERECHO AL TRABAJO DIGNO Y SOCIALMENTE UTIL,1
3762,PUEBLA,2020,Hecho_Violatorio,INTEGRACION IRREGULAR DE EXPEDIENTES,1
3763,PUEBLA,2020,Hecho_Violatorio,OMITIR BRINDAR EL SERVICIO DE HOSPITALIZACION,1
3764,PUEBLA,2020,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,1
3765,PUEBLA,2020,Hecho_Violatorio,OMITIR PROPORCIONAR IGUALDAD DE CONDICIONES EN EL TRABAJO,1
3766,PUEBLA,2020,Hecho_Violatorio,OMITIR RESPONDER EN BREVE TERMINO A AQUEL QUE HIZO LA PETICION,1
3767,PUEBLA,2020,Hecho_Violatorio,REVELAR DATOS PERSONALES,1
3768,PUEBLA,2020,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,32
3769,PUEBLA,2020,Motivo_Conclusion,ORIENTACION,10
3770,PUEBLA,2020,Motivo_Conclusion,FALTA DE INTERES PROCESAL DEL QUEJOSO,1
3771,QUERETARO,2020,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,82
3772,QUERETARO,2020,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,36
3773,QUERETARO,2020,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,20
3774,QUERETARO,2020,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",17
3775,QUERETARO,2020,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,17
3776,QUERETARO,2020,Hecho_Violatorio,NEGLIGENCIA MEDICA,7
3777,QUERETARO,2020,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,2
3778,QUERETARO,2020,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,2
3779,QUERETARO,2020,Hecho_Violatorio,IMPEDIR EL EJERCICIO DEL DERECHO AL TRABAJO DIGNO Y SOCIALMENTE UTIL,1
3780,QUERETARO,2020,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,1
3781,QUERETARO,2020,Hecho_Violatorio,OMITIR PROPORCIONAR IGUALDAD DE CONDICIONES EN EL TRABAJO,1
3782,QUERETARO,2020,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,110
3783,QUERETARO,2020,Motivo_Conclusion,ORIENTACION,8
3784,QUERETARO,2020,Motivo_Conclusion,FALTA DE INTERES PROCESAL DEL QUEJOSO,2
3785,QUERETARO,2020,Motivo_Conclusion,POR NO EXISTIR MATERIA,1
3786,QUINTANA ROO,2020,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,23
3787,QUINTANA ROO,2020,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,11
3788,QUINTANA ROO,2020,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",10
3789,QUINTANA ROO,2020,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,10
3790,QUINTANA ROO,2020,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,7
3791,QUINTANA ROO,2020,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,6
3792,QUINTANA ROO,2020,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,4
3793,QUINTANA ROO,2020,Hecho_Violatorio,NEGLIGENCIA MEDICA,3
3794,QUINTANA ROO,2020,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,2
3795,QUINTANA ROO,2020,Hecho_Violatorio,IMPEDIR EL EJERCICIO DEL DERECHO AL TRABAJO DIGNO Y SOCIALMENTE UTIL,1
3796,QUINTANA ROO,2020,Hecho_Violatorio,REVELAR INDEBIDAMENTE LA CONDICION DE SEROPOSITIVO O ENFERMOS DE SIDA,1
3797,QUINTANA ROO,2020,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,36
3798,QUINTANA ROO,2020,Motivo_Conclusion,ORIENTACION,3
3799,QUINTANA ROO,2020,Motivo_Conclusion,FALTA DE INTERES PROCESAL DEL QUEJOSO,1
3800,SINALOA,2020,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,35
3801,SINALOA,2020,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,24
3802,SINALOA,2020,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,15
3803,SINALOA,2020,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",12
3804,SINALOA,2020,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,7
3805,SINALOA,2020,Hecho_Violatorio,NEGLIGENCIA MEDICA,6
3806,SINALOA,2020,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,5
3807,SINALOA,2020,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,2
3808,SINALOA,2020,Hecho_Violatorio,NO SE PUEDE DETERMINAR,1
3809,SINALOA,2020,Hecho_Violatorio,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,1
3810,SINALOA,2020,Hecho_Violatorio,"OMITIR PRESTAR ASISTENCIA MEDICA ESPECIAL, EN CASO DE MATERNIDAD E INFANCIA",1
3811,SINALOA,2020,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,50
3812,SINALOA,2020,Motivo_Conclusion,ORIENTACION,11
3813,SINALOA,2020,Motivo_Conclusion,POR NO EXISTIR MATERIA,4
3814,SAN LUIS POTOSI,2020,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",42
3815,SAN LUIS POTOSI,2020,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,39
3816,SAN LUIS POTOSI,2020,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,29
3817,SAN LUIS POTOSI,2020,Hecho_Violatorio,PRACTICAR DE MANERA NEGLIGENTE LAS DILIGENCIAS,16
3818,SAN LUIS POTOSI,2020,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,14
3819,SAN LUIS POTOSI,2020,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,12
3820,SAN LUIS POTOSI,2020,Hecho_Violatorio,NEGLIGENCIA MEDICA,11
3821,SAN LUIS POTOSI,2020,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,5
3822,SAN LUIS POTOSI,2020,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,3
3823,SAN LUIS POTOSI,2020,Hecho_Violatorio,INTEGRACION IRREGULAR DE EXPEDIENTES,2
3824,SAN LUIS POTOSI,2020,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,2
3825,SAN LUIS POTOSI,2020,Hecho_Violatorio,IMPEDIR EL EJERCICIO DEL DERECHO AL TRABAJO DIGNO Y SOCIALMENTE UTIL,1
3826,SAN LUIS POTOSI,2020,Hecho_Violatorio,IMPONER CONDUCTAS CONTRARIAS A LA LIBERTAD SEXUAL,1
3827,SAN LUIS POTOSI,2020,Hecho_Violatorio,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,1
3828,SAN LUIS POTOSI,2020,Hecho_Violatorio,PRIVAR A UN MENOR DE CUIDADOS CONTINUOS,1
3829,SAN LUIS POTOSI,2020,Hecho_Violatorio,TRASGREDIR EL DERECHO A LA LIBERTAD SEXUAL,1
3830,SAN LUIS POTOSI,2020,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,27
3831,SAN LUIS POTOSI,2020,Motivo_Conclusion,ORIENTACION,9
3832,SAN LUIS POTOSI,2020,Motivo_Conclusion,POR NO EXISTIR MATERIA,8
3833,SONORA,2020,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",64
3834,SONORA,2020,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,61
3835,SONORA,2020,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,55
3836,SONORA,2020,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,44
3837,SONORA,2020,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,34
3838,SONORA,2020,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,27
3839,SONORA,2020,Hecho_Violatorio,OMITIR PRESTAR ATENCION MEDICA,25
3840,SONORA,2020,Hecho_Violatorio,OMITIR BRINDAR ATENCION MEDICA Y/O PSICOLOGICA DE URGENCIA,22
3841,SONORA,2020,Hecho_Violatorio,"OMITIR BRINDAR LA ATENCION, CUIDADOS O PRESTAR AUXILIO A CUALQUIER PERSONA TENIENDO LA OBLIGACION DE HACERLO",20
3842,SONORA,2020,Hecho_Violatorio,NEGLIGENCIA MEDICA,16
3843,SONORA,2020,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LOS ADULTOS MAYORES,5
3844,SONORA,2020,Hecho_Violatorio,OMITIR RESPONDER EN BREVE TERMINO A AQUEL QUE HIZO LA PETICION,3
3845,SONORA,2020,Hecho_Violatorio,OMITIR BRINDAR PROTECCION Y AUXILIO,2
3846,SONORA,2020,Hecho_Violatorio,OMITIR DAR INFORMACION,2
3847,SONORA,2020,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,2
3848,SONORA,2020,Hecho_Violatorio,IMPUTAR INDEBIDAMENTE HECHOS,1
3849,SONORA,2020,Hecho_Violatorio,INTEGRACION IRREGULAR DE EXPEDIENTES,1
3850,SONORA,2020,Hecho_Violatorio,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,1
3851,SONORA,2020,Hecho_Violatorio,"OMITIR PRESTAR ASISTENCIA MEDICA ESPECIAL, EN CASO DE MATERNIDAD E INFANCIA",1
3852,SONORA,2020,Hecho_Violatorio,"OMITIR PRESTAR ATENCION MEDICA, POR LA CONDICION DE SEROPOSITIVO O ENFERMOS DE SIDA",1
3853,SONORA,2020,Hecho_Violatorio,OMITIR RESPETAR LOS DERECHOS DE LAS PERSONAS CON ALGUN TIPO DE DISCAPACIDAD,1
3854,SONORA,2020,Hecho_Violatorio,PRACTICAR DE MANERA NEGLIGENTE LAS DILIGENCIAS,1
3855,SONORA,2020,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,105
3856,SONORA,2020,Motivo_Conclusion,ORIENTACION,12
3857,SONORA,2020,Motivo_Conclusion,DESISTIMIENTO DEL QUEJOSO,4
3858,SONORA,2020,Motivo_Conclusion,POR NO EXISTIR MATERIA,2
3859,TABASCO,2020,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,14
3860,TABASCO,2020,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,12
3861,TABASCO,2020,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",11
3862,TABASCO,2020,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,5
3863,TABASCO,2020,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,4
3864,TABASCO,2020,Hecho_Violatorio,NEGLIGENCIA MEDICA,3
3865,TABASCO,2020,Hecho_Violatorio,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,1
3866,TABASCO,2020,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,1
3867,TABASCO,2020,Hecho_Violatorio,OMITIR RESPONDER EN BREVE TERMINO A AQUEL QUE HIZO LA PETICION,1
3868,TABASCO,2020,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,11
3869,TABASCO,2020,Motivo_Conclusion,POR NO EXISTIR MATERIA,2
3870,TABASCO,2020,Motivo_Conclusion,ORIENTACION,1
3871,TAMAULIPAS,2020,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",64
3872,TAMAULIPAS,2020,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,45
3873,TAMAULIPAS,2020,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,39
3874,TAMAULIPAS,2020,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,27
3875,TAMAULIPAS,2020,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,18
3876,TAMAULIPAS,2020,Hecho_Violatorio,NEGLIGENCIA MEDICA,17
3877,TAMAULIPAS,2020,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,15
3878,TAMAULIPAS,2020,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,15
3879,TAMAULIPAS,2020,Hecho_Violatorio,OMITIR PROPORCIONAR IGUALDAD DE CONDICIONES EN EL TRABAJO,3
3880,TAMAULIPAS,2020,Hecho_Violatorio,"INEJECUCION DE RESOLUCION, SENTENCIA O LAUDO",2
3881,TAMAULIPAS,2020,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,2
3882,TAMAULIPAS,2020,Hecho_Violatorio,ABANDONO DEL PACIENTE,1
3883,TAMAULIPAS,2020,Hecho_Violatorio,IMPEDIR EL ACCESO AL TRABAJO,1
3884,TAMAULIPAS,2020,Hecho_Violatorio,OMITIR BRINDAR EL SERVICIO DE HOSPITALIZACION,1
3885,TAMAULIPAS,2020,Hecho_Violatorio,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,1
3886,TAMAULIPAS,2020,Hecho_Violatorio,OMITIR PRESTAR EL SERVICIO EN MATERIA DE ELECTRICIDAD,1
3887,TAMAULIPAS,2020,Hecho_Violatorio,PRACTICAR DE MANERA NEGLIGENTE LAS DILIGENCIAS,1
3888,TAMAULIPAS,2020,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,55
3889,TAMAULIPAS,2020,Motivo_Conclusion,ORIENTACION,15
3890,TAMAULIPAS,2020,Motivo_Conclusion,POR NO EXISTIR MATERIA,3
3891,TAMAULIPAS,2020,Motivo_Conclusion,FALTA DE INTERES PROCESAL DEL QUEJOSO,2
3892,TLAXCALA,2020,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,6
3893,TLAXCALA,2020,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,3
3894,TLAXCALA,2020,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",1
3895,TLAXCALA,2020,Hecho_Violatorio,IMPEDIR EL EJERCICIO DEL DERECHO AL TRABAJO DIGNO Y SOCIALMENTE UTIL,1
3896,TLAXCALA,2020,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,1
3897,TLAXCALA,2020,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,1
3898,TLAXCALA,2020,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,1
3899,TLAXCALA,2020,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,6
3900,TLAXCALA,2020,Motivo_Conclusion,POR NO EXISTIR MATERIA,1
3901,VERACRUZ,2020,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",55
3902,VERACRUZ,2020,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,46
3903,VERACRUZ,2020,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,46
3904,VERACRUZ,2020,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,43
3905,VERACRUZ,2020,Hecho_Violatorio,NEGLIGENCIA MEDICA,16
3906,VERACRUZ,2020,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,13
3907,VERACRUZ,2020,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,10
3908,VERACRUZ,2020,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,7
3909,VERACRUZ,2020,Hecho_Violatorio,NO SE PUEDE DETERMINAR,3
3910,VERACRUZ,2020,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,3
3911,VERACRUZ,2020,Hecho_Violatorio,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,1
3912,VERACRUZ,2020,Hecho_Violatorio,IMPEDIR EL ACCESO A SERVICIOS DE EDUCACION,1
3913,VERACRUZ,2020,Hecho_Violatorio,IMPEDIR EL EJERCICIO DEL DERECHO AL TRABAJO DIGNO Y SOCIALMENTE UTIL,1
3914,VERACRUZ,2020,Hecho_Violatorio,OMITIR BRINDAR EL SERVICIO DE HOSPITALIZACION,1
3915,VERACRUZ,2020,Hecho_Violatorio,OMITIR HACER CONSTAR EL ACTO DE AUTORIDAD EN UN MANDAMIENTO ESCRITO,1
3916,VERACRUZ,2020,Hecho_Violatorio,"OMITIR PRESTAR ASISTENCIA MEDICA ESPECIAL, EN CASO DE MATERNIDAD E INFANCIA",1
3917,VERACRUZ,2020,Hecho_Violatorio,"OMITIR, SUSPENDER, RETRASAR O BRINDAR DEFICIENTEMENTE EL SERVICIO PUBLICO, EN MATERIA DE SERVICIOS FUNERARIOS",1
3918,VERACRUZ,2020,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,79
3919,VERACRUZ,2020,Motivo_Conclusion,ORIENTACION,9
3920,VERACRUZ,2020,Motivo_Conclusion,POR NO EXISTIR MATERIA,7
3921,YUCATAN,2020,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,25
3922,YUCATAN,2020,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,12
3923,YUCATAN,2020,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,8
3924,YUCATAN,2020,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,8
3925,YUCATAN,2020,Hecho_Violatorio,NEGLIGENCIA MEDICA,7
3926,YUCATAN,2020,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",6
3927,YUCATAN,2020,Hecho_Violatorio,OMITIR BRINDAR EL SERVICIO DE HOSPITALIZACION,2
3928,YUCATAN,2020,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,1
3929,YUCATAN,2020,Hecho_Violatorio,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,1
3930,YUCATAN,2020,Hecho_Violatorio,OMITIR PROPORCIONAR IGUALDAD DE CONDICIONES EN EL TRABAJO,1
3931,YUCATAN,2020,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,32
3932,YUCATAN,2020,Motivo_Conclusion,ORIENTACION,2
3933,ZACATECAS,2020,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",6
3934,ZACATECAS,2020,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,6
3935,ZACATECAS,2020,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,5
3936,ZACATECAS,2020,Hecho_Violatorio,NEGLIGENCIA MEDICA,3
3937,ZACATECAS,2020,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,3
3938,ZACATECAS,2020,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,2
3939,ZACATECAS,2020,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,2
3940,ZACATECAS,2020,Hecho_Violatorio,OMITIR PROPORCIONAR IGUALDAD DE CONDICIONES EN EL TRABAJO,1
3941,ZACATECAS,2020,Hecho_Violatorio,PRACTICAR DE MANERA NEGLIGENTE LAS DILIGENCIAS,1
3942,ZACATECAS,2020,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,5
3943,ZACATECAS,2020,Motivo_Conclusion,ORIENTACION,3
3944,AGUASCALIENTES,2021,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,33
3945,AGUASCALIENTES,2021,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,16
3946,AGUASCALIENTES,2021,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,13
3947,AGUASCALIENTES,2021,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",7
3948,AGUASCALIENTES,2021,Hecho_Violatorio,NEGLIGENCIA MEDICA,6
3949,AGUASCALIENTES,2021,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,6
3950,AGUASCALIENTES,2021,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,3
3951,AGUASCALIENTES,2021,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,2
3952,AGUASCALIENTES,2021,Hecho_Violatorio,ABANDONO DEL PACIENTE,1
3953,AGUASCALIENTES,2021,Hecho_Violatorio,NO SE PUEDE DETERMINAR,1
3954,AGUASCALIENTES,2021,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,1
3955,AGUASCALIENTES,2021,Hecho_Violatorio,TRASGREDIR EL DERECHO A LA LIBERTAD SEXUAL,1
3956,AGUASCALIENTES,2021,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,41
3957,AGUASCALIENTES,2021,Motivo_Conclusion,ORIENTACION,3
3958,AGUASCALIENTES,2021,Motivo_Conclusion,POR NO EXISTIR MATERIA,3
3959,BAJA CALIFORNIA,2021,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,59
3960,BAJA CALIFORNIA,2021,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",46
3961,BAJA CALIFORNIA,2021,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,25
3962,BAJA CALIFORNIA,2021,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,22
3963,BAJA CALIFORNIA,2021,Hecho_Violatorio,NEGLIGENCIA MEDICA,16
3964,BAJA CALIFORNIA,2021,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,11
3965,BAJA CALIFORNIA,2021,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,10
3966,BAJA CALIFORNIA,2021,Hecho_Violatorio,NO SE PUEDE DETERMINAR,5
3967,BAJA CALIFORNIA,2021,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,3
3968,BAJA CALIFORNIA,2021,Hecho_Violatorio,"OMITIR BRINDAR LA ATENCION, CUIDADOS O PRESTAR AUXILIO A CUALQUIER PERSONA TENIENDO LA OBLIGACION DE HACERLO",1
3969,BAJA CALIFORNIA,2021,Hecho_Violatorio,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,1
3970,BAJA CALIFORNIA,2021,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,1
